# depth buffer 320x240, 2 bytes per value, shared origin 4505600
# shape 1  background -1
# vertex 0  190 53  objz -0.7500000000  wantcode 57343.1250
# vertex 1  198 61  objz 0.5500000000  wantcode 14745.3750
# vertex 2  150 189  objz 0.1000000000  wantcode 29490.7500
# counters drawn=1 software=0 unsupported=0 declined=0
# depth starts clamped: 0
# mode hardware
P 190 54 53312 1
P 189 55 55900 1
P 190 55 51944 1
P 191 55 47988 1
P 189 56 54532 1
P 190 56 50576 1
P 191 56 46619 1
P 192 56 42663 1
P 189 57 53163 1
P 190 57 49207 1
P 191 57 45251 1
P 192 57 41294 1
P 193 57 37338 1
P 188 58 55751 1
P 189 58 51795 1
P 190 58 47839 1
P 191 58 43882 1
P 192 58 39926 1
P 193 58 35970 1
P 194 58 32013 1
P 188 59 54383 1
P 189 59 50427 1
P 190 59 46470 1
P 191 59 42514 1
P 192 59 38558 1
P 193 59 34601 1
P 194 59 30645 1
P 195 59 26689 1
P 188 60 53014 1
P 189 60 49058 1
P 190 60 45102 1
P 191 60 41146 1
P 192 60 37189 1
P 193 60 33233 1
P 194 60 29277 1
P 195 60 25320 1
P 196 60 21364 1
P 187 61 55602 1
P 188 61 51646 1
P 189 61 47690 1
P 190 61 43733 1
P 191 61 39777 1
P 192 61 35821 1
P 193 61 31865 1
P 194 61 27908 1
P 195 61 23952 1
P 196 61 19996 1
P 197 61 16039 1
P 187 62 54234 1
P 188 62 50278 1
P 189 62 46321 1
P 190 62 42365 1
P 191 62 38409 1
P 192 62 34452 1
P 193 62 30496 1
P 194 62 26540 1
P 195 62 22584 1
P 196 62 18627 1
P 187 63 52866 1
P 188 63 48909 1
P 189 63 44953 1
P 190 63 40997 1
P 191 63 37040 1
P 192 63 33084 1
P 193 63 29128 1
P 194 63 25171 1
P 195 63 21215 1
P 196 63 17259 1
P 187 64 51497 1
P 188 64 47541 1
P 189 64 43584 1
P 190 64 39628 1
P 191 64 35672 1
P 192 64 31716 1
P 193 64 27759 1
P 194 64 23803 1
P 195 64 19847 1
P 196 64 15890 1
P 186 65 54085 1
P 187 65 50129 1
P 188 65 46172 1
P 189 65 42216 1
P 190 65 38260 1
P 191 65 34303 1
P 192 65 30347 1
P 193 65 26391 1
P 194 65 22435 1
P 195 65 18478 1
P 186 66 52717 1
P 187 66 48760 1
P 188 66 44804 1
P 189 66 40848 1
P 190 66 36891 1
P 191 66 32935 1
P 192 66 28979 1
P 193 66 25022 1
P 194 66 21066 1
P 195 66 17110 1
P 186 67 51348 1
P 187 67 47392 1
P 188 67 43436 1
P 189 67 39479 1
P 190 67 35523 1
P 191 67 31567 1
P 192 67 27610 1
P 193 67 23654 1
P 194 67 19698 1
P 195 67 15741 1
P 185 68 53936 1
P 186 68 49980 1
P 187 68 46023 1
P 188 68 42067 1
P 189 68 38111 1
P 190 68 34155 1
P 191 68 30198 1
P 192 68 26242 1
P 193 68 22286 1
P 194 68 18329 1
P 185 69 52568 1
P 186 69 48611 1
P 187 69 44655 1
P 188 69 40699 1
P 189 69 36742 1
P 190 69 32786 1
P 191 69 28830 1
P 192 69 24874 1
P 193 69 20917 1
P 194 69 16961 1
P 185 70 51199 1
P 186 70 47243 1
P 187 70 43287 1
P 188 70 39330 1
P 189 70 35374 1
